tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,LAW,INFRINGEMENT,PERSON,NATION/RELIGIOUS/POL_GROUP,GEOGRAPHICAL_LOC,LANGUAGE,LOCATION_STRUCTURE,LOCATION,CONTACTNAME,ORGANIZATION,ORGANIZATION2,GEOGRAPHY2,DATETIME,PERCENT,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
1292463,0,0,11,0,0,0,0,38,10,102,0,89,1,39,0,2,50,229,48,50,0,168,3,0,0,0,0,0
1589218,32,0,11,0,0,0,4,4,4,311,0,45,1,94,0,209,259,32,48,50,184,210,3,0,0,0,0,0
99670896,0,7,21,0,8,3,7,26,4,8,1,14,1,105,0,2,116,10,48,50,316,167,3,1,0,1,0,0
3849421,40,6,-1,3,8,-1,0,38,4,8,1,216,53,105,2,18,116,10,46,63,288,75,3,1,0,1,0,0
96706,0,0,20,0,0,0,4,39,8,411,0,287,1,311,0,2,304,182,220,182,0,124,3,0,0,0,0,0
743328,0,8,11,0,0,0,4,4,8,468,0,556,1,105,0,2,40,329,174,144,0,124,98,0,0,0,0,0
1213021,44,7,1,0,0,7,4,4,7,73,0,355,1,192,0,384,178,331,228,191,85,174,3,0,0,0,0,0
1007946,0,0,11,0,0,7,0,4,7,404,0,539,53,17,2,2,226,323,48,50,193,172,3,0,0,0,0,0
407511,0,0,20,0,0,0,4,4,4,462,0,436,1,7,2,2,2,85,48,50,0,51,3,0,0,0,0,0
102852,0,8,5,0,0,0,7,39,4,104,0,253,48,260,0,31,20,10,174,144,19,46,98,0,0,0,0,0
314044,36,8,5,0,0,0,4,-1,8,8,0,105,1,105,0,29,189,10,28,50,139,36,97,0,0,0,0,0
81824666,37,1,1,0,0,0,0,22,8,8,0,81,1,192,0,2,235,211,205,172,0,47,40,0,0,0,0,0
757639,0,8,21,0,0,0,0,54,8,351,0,600,1,159,0,156,104,10,221,50,0,62,3,0,0,0,0,0
1815080,0,8,9,0,0,0,4,4,10,486,0,271,21,45,0,73,213,10,205,98,248,98,3,0,0,0,0,0
1120137,0,7,13,0,0,5,4,39,10,8,0,734,53,105,2,51,116,10,167,136,0,146,86,0,0,0,0,0
1121229,0,8,21,2,0,0,0,16,-1,537,1,523,1,317,2,90,191,10,48,50,143,74,3,0,0,0,0,0
629330,0,0,20,0,0,0,7,4,10,220,0,773,1,206,0,233,197,431,75,157,0,129,3,0,0,0,0,0
424874,48,8,5,0,0,7,4,4,7,8,1,90,5,260,2,274,275,10,174,144,40,100,3,0,0,0,0,0
67255,49,1,10,0,0,3,0,19,4,453,1,241,1,152,0,394,150,167,94,50,0,12,3,1,0,0,0,0
1104701,0,7,13,0,6,0,4,42,8,532,1,85,53,105,2,433,116,218,77,74,20,149,3,0,0,0,0,0
1086058,7,8,11,0,0,2,4,4,4,37,0,776,40,310,2,2,303,306,48,50,275,149,3,0,0,0,0,0
816271,0,3,2,0,0,0,5,39,7,104,0,352,119,284,0,31,306,227,48,50,8,179,3,0,0,0,0,0
1261492,0,8,1,0,0,0,6,38,8,37,0,258,21,286,2,424,79,96,174,144,115,142,3,0,0,0,0,0
317554,0,7,3,0,0,8,4,4,4,8,0,17,5,105,0,313,247,10,189,36,45,246,3,0,0,0,0,0
307021,0,5,21,0,0,0,4,54,9,42,1,258,58,105,2,31,116,36,48,50,106,74,112,0,0,0,0,0
151308629,-1,8,21,1,0,3,4,4,4,241,1,213,5,92,2,2,92,296,222,50,0,170,3,0,0,0,0,1
214713,0,8,13,0,0,0,4,4,7,8,0,517,58,61,0,2,59,10,41,43,0,102,3,0,0,0,0,0
130353321,23,1,22,0,0,0,0,4,10,46,0,731,1,155,0,244,99,338,129,50,0,180,45,0,0,0,0,0
1038563,0,0,5,0,0,0,4,39,8,8,0,599,1,311,0,175,304,10,75,150,215,120,3,0,0,0,0,0
29023706,11,1,11,0,0,0,0,20,7,295,0,461,122,304,0,484,46,286,48,50,321,272,3,0,0,0,0,0
1643349,0,5,7,2,0,0,0,4,4,88,0,219,65,54,0,430,282,139,16,50,216,68,13,0,0,0,0,0
410114,0,2,20,0,0,0,4,4,9,305,0,299,105,203,0,423,130,191,147,81,0,144,3,0,0,0,0,0
165099707,36,8,1,-1,0,7,7,39,4,104,1,173,21,105,2,172,275,36,48,50,77,192,98,0,0,0,0,0
187706,0,5,2,0,0,0,4,4,10,8,0,531,1,41,0,44,93,10,232,127,0,97,3,0,0,0,0,0
39217891,0,7,11,0,8,0,7,4,4,175,1,206,1,54,2,2,256,136,11,63,298,53,3,0,0,0,0,0
1326478,0,8,15,0,0,7,0,39,8,8,0,444,58,158,0,2,306,54,48,50,256,151,3,0,0,0,0,0
1206795,0,7,15,0,6,9,4,4,1,83,1,453,1,1,2,3,116,10,126,50,236,149,3,1,0,0,0,1
261992,0,6,1,0,0,0,0,16,2,226,0,575,14,202,0,2,16,351,228,191,0,15,38,0,0,0,0,0
511784,0,0,1,0,0,0,0,54,8,182,0,3,1,11,0,2,13,255,183,152,0,143,3,0,0,0,0,0
1405951,0,7,21,0,0,3,0,39,8,8,1,622,5,289,2,17,283,10,110,50,110,99,3,0,0,0,0,1
165968354,0,-1,14,0,0,0,7,-1,10,155,0,48,1,192,0,2,178,252,212,16,125,134,3,0,0,0,0,0
160205361,0,0,21,2,0,0,0,39,8,385,0,343,1,173,0,2,171,226,38,130,0,174,3,0,0,0,0,0
184660633,21,8,1,0,0,7,4,-1,4,8,1,249,5,105,2,298,288,10,174,144,321,36,3,0,0,0,0,0
761967,22,8,5,0,0,7,4,4,4,104,1,415,5,105,2,477,116,10,42,160,97,103,98,0,0,0,0,0
471272,38,7,5,0,0,0,4,4,7,33,0,258,1,105,2,348,116,167,174,144,37,137,84,0,0,0,0,0
657557,0,8,1,0,0,0,4,54,10,549,0,592,1,173,0,2,306,273,48,50,87,176,3,0,0,0,0,0
179814250,0,8,13,0,7,0,4,36,4,8,1,292,1,173,0,240,171,296,141,122,289,240,3,0,0,0,0,1
873775,0,7,18,0,1,7,0,4,8,246,1,310,53,105,2,2,116,10,153,127,207,46,3,0,0,0,0,1
1596320,32,0,21,0,0,0,4,4,10,127,0,61,1,57,0,2,54,167,48,50,0,169,3,0,0,0,0,0
112937069,0,4,2,0,0,3,0,25,4,456,1,706,53,105,0,2,256,10,155,128,295,264,3,1,1,1,0,1
89164,0,8,15,0,1,0,0,4,4,84,1,480,43,105,4,54,116,296,141,50,0,176,3,0,0,0,0,0
1297488,0,1,15,0,0,0,0,4,9,35,0,526,78,96,0,358,206,318,48,144,0,175,45,0,0,0,0,0
1564015,0,5,5,0,0,0,4,25,7,8,0,285,72,260,0,31,213,10,174,144,0,116,109,0,0,0,0,0
107853771,0,7,10,0,8,3,4,3,4,453,1,31,1,105,0,2,70,76,166,50,65,81,3,1,1,1,0,1
1278868,0,5,15,2,0,13,0,16,7,480,0,460,53,105,2,2,116,357,228,24,0,125,30,0,0,0,0,0
540642,0,6,13,0,0,0,0,16,8,379,0,455,1,285,0,388,256,30,75,169,280,11,103,0,0,0,0,0
911084,0,3,13,0,0,0,0,0,0,124,0,547,1,224,0,2,0,324,228,191,0,223,3,0,0,0,0,0
1440160,0,-1,10,0,0,3,0,26,4,1,1,87,53,105,5,112,108,219,238,58,6,143,3,0,0,0,0,0
183600564,0,5,11,1,0,0,4,16,7,483,0,286,45,216,2,270,88,10,48,50,0,185,3,0,1,0,0,0
1033812,0,0,1,0,0,0,4,0,0,2,0,591,1,0,0,2,0,358,205,172,0,16,3,0,0,0,0,0
759618,0,1,13,1,0,3,0,4,4,8,1,100,53,105,2,2,116,10,11,50,0,142,3,1,0,1,0,0
1861080,0,8,11,0,0,0,4,4,3,222,0,258,1,259,0,280,191,347,214,50,179,146,3,0,0,0,0,0
1110013,0,3,21,1,0,0,4,16,1,170,0,9,44,34,0,248,188,345,48,50,66,55,3,0,0,0,0,0
150473,0,3,11,0,0,0,0,0,7,102,0,340,1,188,0,2,0,188,118,117,0,282,3,0,0,0,0,0
309541,30,6,1,0,0,0,4,53,4,226,0,329,95,203,0,257,116,345,48,50,291,55,38,0,0,0,0,0
1313207,20,8,21,0,0,0,4,38,7,17,0,269,1,113,0,320,0,428,48,50,0,142,3,0,0,0,0,0
1307266,0,1,1,0,0,7,0,39,2,256,0,142,1,62,0,249,63,10,228,191,0,94,3,0,0,0,0,0
75646,7,0,5,0,0,0,0,4,10,178,0,534,1,111,5,238,24,155,205,191,0,24,3,0,0,0,0,0
1151918,0,1,1,0,0,0,0,4,10,511,0,217,1,284,0,2,218,31,48,50,37,102,67,0,0,0,0,0
1033637,0,7,21,0,0,0,0,5,9,362,0,325,1,204,0,471,192,10,48,50,0,131,3,0,0,0,0,0
183717026,19,0,11,0,0,0,0,16,10,523,0,770,1,156,0,2,0,293,176,50,0,23,3,0,0,0,0,0
996328,12,1,11,0,0,7,4,4,10,196,0,435,58,211,5,175,225,302,48,50,55,270,3,0,0,0,0,0
1989264,0,6,21,0,0,0,4,4,10,325,0,381,1,122,0,429,259,181,75,50,0,149,3,0,0,0,0,0
175829,0,6,15,0,0,0,6,39,9,217,0,258,94,276,0,191,192,159,42,46,115,148,3,0,0,0,0,0
693891,46,5,21,0,8,0,0,4,4,376,1,79,1,29,0,8,1,10,222,118,0,169,3,0,0,0,0,1
74028,0,8,1,-1,0,0,0,16,8,101,0,147,1,5,0,194,16,119,205,50,0,196,3,0,0,0,0,0
1723469,7,0,21,0,0,0,4,4,2,71,0,419,1,45,0,135,290,81,228,191,0,304,63,0,0,0,0,0
1900118,0,0,2,0,0,0,0,16,10,57,0,2,1,105,0,373,116,253,48,50,0,273,3,0,0,0,0,0
188429772,0,0,20,0,0,0,0,4,4,433,0,240,1,192,0,35,105,151,205,152,0,262,3,0,0,0,0,0
1940266,0,1,21,0,0,0,4,4,8,34,0,683,1,278,0,2,134,345,48,50,37,57,3,0,0,0,0,0
952975,7,8,21,1,0,0,0,4,4,169,0,429,1,95,0,2,104,159,48,50,0,79,3,0,0,0,0,0
109700315,0,0,-1,0,0,0,0,5,10,15,0,78,1,107,0,2,0,268,48,29,0,154,3,0,0,0,0,0
27773000,41,8,13,1,0,0,4,4,7,88,0,211,58,30,0,213,190,345,48,50,0,80,3,0,0,0,0,0
231341,0,5,12,0,0,0,4,5,4,302,0,724,1,54,0,2,50,413,188,158,0,202,122,0,0,0,0,0
885778,0,5,13,0,0,0,0,5,10,115,0,624,131,9,2,262,86,10,75,71,168,90,3,0,0,0,0,0
80498353,0,0,6,0,0,0,0,54,8,424,0,711,1,162,0,342,287,10,195,90,0,85,3,0,0,0,0,0
425153,0,8,5,0,0,0,4,4,2,406,0,162,53,41,0,2,287,301,75,71,0,148,3,0,0,0,0,0
135809,0,8,15,0,0,0,0,35,10,523,0,39,1,94,0,412,103,29,205,172,0,148,3,0,0,0,0,0
1685319,18,8,21,0,0,0,0,4,2,520,0,639,1,105,0,2,116,9,175,144,188,149,26,0,0,0,0,0
1509628,0,2,11,1,0,0,4,16,8,489,0,334,1,240,2,277,233,345,42,160,13,170,95,0,0,0,0,0
1822024,26,8,21,0,0,0,0,4,10,336,1,702,48,105,2,218,49,10,48,50,78,322,3,0,0,0,0,0
501542,0,5,19,0,0,0,4,39,10,363,0,8,1,66,0,372,75,54,48,50,2,167,12,0,0,0,0,0
152460,0,8,15,0,0,0,4,4,10,498,0,100,1,214,2,236,209,10,148,126,102,268,12,0,0,0,0,0
1098305,33,0,1,0,4,0,0,38,10,263,1,296,1,173,0,2,171,63,228,34,0,94,20,0,0,0,0,0
1999671,0,8,1,0,0,0,0,8,4,246,0,82,1,105,0,160,116,180,48,50,0,46,3,0,0,0,0,0
1719469,38,8,1,0,0,5,4,43,10,194,1,334,43,79,2,386,62,215,178,149,44,291,35,0,0,0,0,0
678038,0,1,13,0,0,7,4,4,10,247,0,658,1,102,0,259,109,10,228,191,37,141,3,0,0,0,0,0
1483262,0,5,20,0,0,0,4,50,4,19,0,103,1,44,0,60,26,31,48,50,0,93,3,0,0,0,0,0
1290723,0,3,2,0,0,0,4,4,4,466,0,397,132,105,0,403,116,222,134,117,122,146,61,0,0,0,0,0
81716407,6,8,5,0,0,0,0,4,9,50,0,477,1,154,0,221,67,24,48,50,131,180,3,0,0,0,0,0
188357431,0,3,1,0,8,13,4,16,4,447,0,746,53,105,0,0,243,161,108,84,0,37,30,0,0,0,0,0
1750914,0,8,1,0,0,0,0,4,4,463,0,183,1,58,0,2,217,414,23,18,286,142,3,0,0,0,0,0
181654439,1,8,1,0,5,3,4,4,10,75,0,13,83,316,2,227,116,78,205,50,240,184,3,0,0,0,0,0
82620,47,5,21,0,6,3,4,4,4,447,1,121,1,230,0,107,256,296,141,190,141,154,3,0,0,0,0,1
620904,12,0,1,0,0,7,0,48,7,352,0,196,42,251,2,340,254,10,101,96,71,132,3,0,0,0,0,0
579822,0,7,21,0,0,0,4,16,9,122,0,212,52,57,2,473,195,128,205,98,0,141,3,0,0,0,0,0
1382657,7,8,21,1,0,0,0,4,7,47,1,448,1,287,0,369,75,32,193,50,210,175,3,0,0,0,0,0
1453719,12,0,14,0,0,0,0,4,4,177,0,635,118,25,0,206,27,379,205,172,171,316,3,0,0,0,0,0
1134429,32,2,1,0,0,0,4,39,10,226,0,681,1,27,0,283,29,392,219,181,99,146,110,0,0,0,0,0
155272316,0,7,2,0,0,0,4,0,7,61,0,208,11,260,2,278,261,10,48,50,297,183,65,0,0,0,0,0
1682715,0,7,15,0,0,3,0,16,7,396,1,349,1,105,0,2,265,273,48,50,0,58,3,0,0,1,0,0
1718159,0,5,11,0,0,0,0,0,10,348,0,281,1,130,0,232,86,124,75,3,153,130,88,0,0,0,0,0
1132299,0,7,10,0,0,0,0,4,4,8,1,258,11,105,2,210,116,167,153,127,136,106,3,0,0,0,0,1
73583860,0,8,15,0,0,0,0,38,4,100,0,205,1,33,0,304,225,2,48,50,0,146,52,0,0,0,0,0
820931,0,0,21,0,0,0,0,4,10,507,0,200,1,11,0,2,182,116,20,186,234,307,3,0,0,0,0,0
647343,0,3,5,0,0,0,4,54,7,104,0,258,21,76,2,113,116,215,78,75,70,139,52,0,0,0,0,0
1616148,0,0,1,0,0,0,4,38,10,225,0,189,1,105,0,2,116,345,174,144,0,142,3,0,0,0,0,0
1703545,0,8,1,0,0,8,0,4,10,94,0,114,51,105,2,2,116,425,228,191,0,109,3,0,0,0,0,0
850597,0,5,21,0,0,0,4,16,10,8,0,622,82,11,0,459,284,10,205,172,0,97,3,0,0,0,0,0
1659850,0,8,5,2,0,0,0,4,4,291,0,575,1,303,0,2,296,10,174,144,227,154,3,0,0,0,0,0
899744,7,8,11,0,0,2,0,4,7,37,0,107,40,105,2,2,303,64,48,50,0,135,67,0,0,0,0,0
1536230,0,3,21,2,0,0,4,4,10,8,0,608,1,260,0,2,154,10,48,50,0,165,3,0,0,0,0,0
1988625,0,8,21,0,0,0,0,39,10,250,0,203,17,91,0,368,35,134,48,50,4,122,3,0,0,0,0,0
1947054,0,5,11,1,0,0,4,4,10,8,0,272,1,105,0,379,185,10,198,172,167,61,3,0,0,0,0,0
1611623,7,5,1,0,0,0,4,15,4,4,1,245,53,45,2,127,40,5,117,106,26,143,27,0,0,0,0,0
1224686,0,8,3,0,0,7,4,4,7,46,0,290,53,313,0,2,118,308,47,172,0,148,3,0,0,0,0,0
344644,0,3,2,0,0,0,0,16,2,29,0,263,1,208,0,2,19,228,75,71,0,328,3,0,0,0,0,0
1939993,0,8,5,0,0,7,4,0,4,104,1,258,58,105,0,31,78,10,134,144,19,125,98,0,0,0,0,0
1662395,28,0,11,1,0,0,0,4,7,136,0,636,1,268,0,2,210,203,224,50,4,148,3,0,0,0,0,0
55517912,44,2,21,2,0,0,4,4,7,8,1,719,1,211,0,2,116,10,42,46,0,182,3,0,0,0,0,0
108509106,0,7,13,0,0,0,0,19,9,117,0,322,53,27,2,308,86,208,48,50,25,179,20,0,0,0,0,0
67143323,0,5,21,0,0,0,7,5,10,204,0,738,53,105,0,253,116,217,227,188,88,29,104,0,0,0,0,0
279466,0,5,15,0,0,7,4,39,8,529,0,413,1,115,0,453,172,328,48,50,123,330,3,0,0,0,0,0
1014138,46,1,8,0,0,2,4,4,8,190,0,181,53,105,0,212,116,118,27,108,0,100,3,0,0,0,0,0
350976,7,0,13,0,0,0,0,4,8,465,0,398,1,105,0,2,116,31,205,172,0,280,3,0,0,0,0,0
28356393,0,8,21,1,0,0,4,4,7,259,1,389,53,105,0,150,116,61,48,50,0,155,71,0,0,0,0,0
899181,0,3,1,0,0,7,4,22,7,9,0,590,53,299,0,426,256,54,48,50,161,39,11,0,0,0,0,0
1979794,7,0,1,1,0,0,4,16,8,321,0,431,1,66,0,369,40,368,205,172,0,132,3,0,0,0,0,0
968805,0,0,1,0,0,0,4,25,4,8,0,258,2,155,0,290,57,10,48,50,0,84,3,0,0,0,0,0
374340,24,6,21,2,0,0,0,39,4,364,0,546,1,217,0,382,191,54,48,50,152,72,9,0,0,0,0,0
161939,38,7,14,0,0,0,4,0,8,8,0,571,1,149,0,316,143,10,48,50,19,146,3,0,0,0,0,0
73767384,0,5,15,0,8,0,4,4,7,478,0,772,1,105,0,2,116,10,15,84,21,110,23,0,0,0,0,0
1798615,0,0,20,0,0,0,0,4,10,518,0,246,1,178,0,2,213,210,205,172,0,81,3,0,0,0,0,0
68799740,0,8,21,0,8,4,4,-1,4,286,1,603,53,173,0,159,116,296,141,139,70,44,3,1,0,0,0,1
1195618,0,7,2,0,0,3,0,4,10,456,0,496,1,192,0,2,178,94,48,197,0,163,3,0,0,1,0,0
1439704,0,7,10,0,0,3,4,4,10,453,1,633,1,105,0,291,116,310,27,23,0,105,3,1,0,0,0,0
1519371,0,2,1,0,0,3,0,0,7,8,1,510,111,86,0,31,116,10,32,130,0,180,67,0,0,0,0,0
138826371,0,0,21,0,0,0,0,16,8,390,0,695,1,0,0,2,202,339,136,50,238,40,3,0,0,0,0,0
1986966,0,5,13,1,0,0,0,16,-1,442,0,163,90,22,0,2,256,108,48,50,146,234,3,0,0,0,0,0
821579,0,5,1,2,0,0,7,25,4,466,0,259,48,45,0,205,40,10,186,76,0,104,3,0,0,0,0,0
1416283,0,8,11,0,0,7,4,39,8,22,0,100,53,105,0,268,19,10,48,50,261,36,3,0,0,0,0,0
1052178,0,0,21,0,0,0,4,31,8,288,0,471,1,0,0,452,68,167,222,98,124,116,3,0,0,0,0,0
37934,46,5,21,1,0,0,4,16,8,354,0,459,1,217,0,2,75,285,40,12,221,175,46,0,0,0,0,0
1850663,0,8,1,0,0,0,4,5,7,514,1,587,1,131,8,2,99,296,205,172,0,145,3,0,0,0,0,0
1115541,15,0,5,0,0,0,7,4,2,226,0,57,1,145,0,2,138,32,48,50,0,134,3,0,0,0,0,0
1578200,0,8,1,0,0,7,4,5,4,515,0,167,1,219,2,434,256,112,48,50,305,141,3,0,0,0,0,0
1521407,0,0,11,0,0,0,4,9,10,44,0,297,1,211,0,175,195,17,48,50,0,172,3,0,0,0,0,0
612964,0,8,15,0,0,13,0,0,7,9,0,312,46,105,0,2,116,200,26,22,97,114,3,0,0,0,0,0
1120277,0,8,1,0,0,7,4,50,10,8,0,257,1,135,0,271,116,10,174,144,273,174,3,0,0,0,0,0
936398,0,0,5,0,0,0,4,4,7,502,0,690,1,255,0,175,236,422,205,50,234,103,3,0,0,0,0,0
1706612,0,7,13,0,8,0,0,4,10,408,1,406,1,117,0,248,270,138,48,50,0,151,3,0,0,0,0,0
10239019,0,7,21,0,0,8,4,0,9,267,1,542,1,260,0,321,259,54,48,64,252,43,121,0,0,0,0,0
913118,0,0,14,0,0,0,0,34,0,477,0,174,1,89,0,286,116,83,39,40,0,325,3,0,0,0,0,0
1963322,0,1,5,0,0,4,4,4,1,454,1,549,53,105,2,416,116,326,222,53,38,110,3,1,0,0,0,0
1319506,0,3,1,0,6,7,7,27,4,8,1,316,125,216,2,2,225,204,95,93,53,326,3,1,0,0,0,0
91088,0,8,15,0,0,13,0,16,7,407,0,401,53,105,0,2,116,260,179,97,232,42,53,0,0,0,0,0
115718142,0,5,8,1,0,3,7,40,10,453,1,521,132,105,2,2,116,1,48,50,118,183,3,1,0,0,0,0
973363,22,8,2,0,0,7,4,4,10,104,1,717,5,105,2,298,116,61,174,144,3,292,3,0,0,0,0,0
1655935,0,7,1,0,6,0,4,19,4,300,1,480,5,105,2,43,116,296,141,190,70,326,3,0,0,0,0,1
585040,13,7,1,0,0,0,4,17,9,316,0,417,1,86,0,140,97,156,48,2,115,194,3,0,0,0,0,0
511635,0,5,21,0,0,0,4,51,4,9,0,393,1,183,0,2,5,87,45,50,276,135,3,0,0,0,0,0
630125,0,8,5,0,0,0,4,39,8,92,0,154,1,66,0,2,75,31,209,50,0,7,3,0,0,0,0,0
1901943,0,0,3,1,0,0,4,4,4,148,0,427,1,190,0,441,233,80,48,50,83,149,52,0,0,0,0,0
162878090,8,8,15,2,0,7,7,16,8,449,1,117,53,105,0,369,116,10,34,30,104,185,20,0,1,0,0,0
1695291,14,8,1,0,0,7,4,50,2,8,0,742,1,105,0,2,116,10,48,50,311,41,3,0,0,0,0,0
1847057,0,8,1,0,0,0,0,38,10,393,0,11,1,262,0,169,266,10,145,112,111,108,3,0,0,0,0,0
891864,0,0,21,0,0,0,4,4,10,345,0,421,1,211,0,2,195,291,205,50,0,167,3,0,0,0,0,0
794450,0,1,15,0,0,0,4,16,4,389,0,654,1,253,0,2,40,10,230,192,0,32,3,0,0,0,0,0
756739,7,1,15,0,0,0,4,4,10,47,0,50,1,209,0,2,191,367,218,50,290,174,3,0,0,0,0,0
681713,0,8,21,0,0,0,4,39,8,104,0,638,53,105,2,94,65,10,48,50,130,120,3,0,0,0,0,0
135953,0,5,20,0,0,0,0,4,3,447,0,418,1,130,0,15,132,428,205,172,0,251,3,0,0,0,0,0
139670361,0,5,21,2,0,0,4,4,4,474,0,443,1,222,0,279,196,66,48,50,10,48,3,0,0,0,0,0
1216757,0,5,1,0,0,0,4,4,10,8,0,616,82,41,0,362,244,10,48,50,154,98,3,0,0,0,0,0
861349,0,0,0,0,0,0,0,0,1,218,0,508,1,51,0,2,279,282,206,175,0,104,3,0,0,0,0,0
1438183,0,8,1,0,0,7,0,45,7,353,0,82,79,215,0,328,28,10,48,50,45,246,3,0,0,0,0,0
16810704,0,8,21,2,0,7,0,4,10,88,0,175,1,106,0,105,225,111,112,50,141,149,45,0,0,0,0,0
5192,0,5,21,1,0,0,4,4,10,102,0,54,108,106,2,2,117,10,48,50,4,267,3,0,0,0,0,0
1166220,0,8,11,1,0,5,4,16,10,24,0,598,58,105,2,296,116,35,205,172,19,101,3,0,0,0,0,0
1677837,21,8,6,0,0,0,0,13,1,8,1,513,48,54,0,9,50,10,186,144,97,104,3,0,0,0,0,0
492853,0,0,21,0,0,0,0,4,1,8,0,469,1,102,0,2,109,224,205,172,0,104,93,0,0,0,0,0
1338327,7,3,1,1,0,0,4,16,7,174,0,626,1,232,0,248,221,62,48,50,0,282,3,0,0,0,0,0
135285745,0,5,11,0,0,0,4,4,4,382,0,62,53,105,0,2,75,43,116,105,0,25,9,0,0,0,0,0
456839,21,8,16,1,0,0,7,39,7,104,1,108,5,156,2,75,154,10,174,144,0,98,3,0,0,0,0,0
